age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,total_outstanding_balance_eur,credit_utilisation_ratio,num_unsecured_loans,num_accounts_30dpd_last12m,max_delinquency_last12m,months_since_last_delinquency,worst_ever_delinquency,credit_history_length_months,num_credit_enquiries_last6m,adverse_events_flag,default
-0.398445517465242,0.19356924326924319,-0.03517475607863378,-0.20133197550574278,-0.37051180605260614,0.045854781295056955,0.22524138539587893,0.009918879587127935,-0.01790736571188464,-0.2790854161471097,0.39512839755186496,-0.22366850409281416,0.3880704187725981,-0.09723343241520692,-0.19151769123572934,0.1839906614655084,-0.5096539180160548,0.0029372062604499393,-0.28386067286327593,-0.10289215592375282,0
-0.398445517465242,0.04547865054757635,-0.08528880206233803,-0.20133197550574278,-0.37051180605260614,0.4435537136563838,0.1658332075148764,0.29804794425465214,-0.01790736571188464,-0.22591444952951162,-0.12791073795609573,-0.22366850409281416,0.49610980080033185,-0.01720958984406152,-0.19151769123572934,-0.4557456847961077,1.058450119036172,-0.34413119207172843,1.0526912326019129,0.5024857759471093,0
-0.398445517465242,0.04547865054757635,-0.03517475607863378,-0.012985718727876272,-0.23817303550911162,0.045854781295056955,-0.08268428199596888,0.009918879587127935,-0.18348178634720622,-0.22591444952951162,0.12861643598485037,-0.07902437831739627,0.3880704187725981,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,1.058450119036172,0.0029372062604499393,0.16110351996393596,0.5024857759471093,0
-0.28604527231211524,-0.13920533000686297,-0.08528880206233803,-0.20133197550574278,-0.37051180605260614,-0.03336858999507684,0.22524138539587893,0.009918879587127935,-0.18348178634720622,0.218943540630048,-0.12791073795609573,-0.07902437831739627,-0.3146192117765641,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.1484979955133307,0.16110351996393596,-0.10289215592375282,0
-0.28604527231211524,-0.13920533000686297,-0.501785997135834,-0.20133197550574278,0.23399906310355398,-0.03336858999507684,-0.08268428199596888,0.29804794425465214,-0.18348178634720622,0.297299413671066,-0.11428484193927643,0.1295086967559466,-0.3146192117765641,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.1484979955133307,0.16110351996393596,-0.10289215592375282,0
-0.398445517465242,0.04547865054757635,-0.03517475607863378,-0.20133197550574278,-0.37051180605260614,0.045854781295056955,-0.4833860946560626,0.29804794425465214,-0.02340417532913861,0.6535096494139013,-0.11428484193927643,-0.22366850409281416,-0.19103423126451918,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,-0.12982004641201592,-0.21247140442315363,-0.10289215592375282,0
-0.10180811405345842,-0.15221603952572196,-0.03517475607863378,-0.028108880302096975,0.5974556367390489,0.045854781295056955,0.22524138539587893,0.05042696430909758,-0.02340417532913861,-0.22591444952951162,0.12861643598485037,0.1295086967559466,0.12661555878653277,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.09038580982361165,-0.34413119207172843,-0.21247140442315363,-0.10289215592375282,0
-0.398445517465242,-0.13920533000686297,-0.03517475607863378,-0.20133197550574278,0.02843484240078341,0.045854781295056955,0.1658332075148764,0.29804794425465214,-0.18348178634720622,-0.22591444952951162,-0.13278404194776353,-0.22366850409281416,-0.3146192117765641,-0.09723343241520692,0.8070859579138631,0.1839906614655084,-0.5096539180160548,0.5346283052955793,-0.21247140442315363,-0.10289215592375282,0
-0.10180811405345842,-0.13920533000686297,-0.03517475607863378,-0.20133197550574278,0.23399906310355398,0.4435537136563838,-0.4833860946560626,0.05042696430909758,-0.01790736571188464,0.297299413671066,-0.12791073795609573,-0.07902437831739627,0.12661555878653277,-0.01720958984406152,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,-0.34413119207172843,0.18860126632110838,-0.10289215592375282,0
-0.398445517465242,0.19356924326924319,-0.08528880206233803,-0.20133197550574278,0.5974556367390489,-0.08737594083199607,-0.4833860946560626,0.05042696430909758,1.1502557981394117,0.297299413671066,-0.13278404194776353,0.07752174326082198,0.12661555878653277,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.0029372062604499393,0.18860126632110838,-0.10289215592375282,0
0.3890168430058627,0.04547865054757635,0.4387433353628367,-0.20133197550574278,0.5974556367390489,0.045854781295056955,0.22524138539587893,0.05042696430909758,-0.01790736571188464,0.297299413671066,-0.12791073795609573,0.07752174326082198,-0.19103423126451918,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,-0.34413119207172843,-0.28386067286327593,-0.10289215592375282,0
-0.398445517465242,0.19356924326924319,-0.03517475607863378,-0.20133197550574278,-0.23817303550911162,-0.03336858999507684,-0.21048934899332636,0.29804794425465214,-0.02340417532913861,0.297299413671066,-0.13278404194776353,-0.22366850409281416,-0.19103423126451918,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.09038580982361165,-0.12982004641201592,-0.21247140442315363,-0.10289215592375282,0
-0.398445517465242,-0.13920533000686297,0.4908603978902165,0.3896263203978818,-0.23817303550911162,-0.5291305039714669,0.22524138539587893,0.009918879587127935,-0.2960678556991146,0.218943540630048,-0.12791073795609573,-0.22366850409281416,-0.3146192117765641,-0.01720958984406152,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.1484979955133307,-0.21247140442315363,-0.10289215592375282,0
-0.398445517465242,0.04547865054757635,0.4908603978902165,-0.20133197550574278,-0.23817303550911162,-0.08737594083199607,-0.08268428199596888,0.07877117324705131,1.1502557981394117,0.297299413671066,0.12861643598485037,0.1295086967559466,-0.3146192117765641,0.8930255930224534,-0.19151769123572934,0.13894520436106916,-0.5096539180160548,-0.12982004641201592,-0.21247140442315363,-0.10289215592375282,1
0.44129780253628964,0.04547865054757635,-0.03517475607863378,-0.20133197550574278,-0.37051180605260614,-0.08737594083199607,-0.08268428199596888,0.009918879587127935,-0.2960678556991146,-0.22591444952951162,0.12861643598485037,0.1295086967559466,-0.3146192117765641,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.0029372062604499393,0.16110351996393596,-0.10289215592375282,0
-0.398445517465242,-0.13920533000686297,-0.03517475607863378,-0.20133197550574278,-0.23817303550911162,0.045854781295056955,-0.4833860946560626,0.29804794425465214,-0.02340417532913861,-0.22591444952951162,0.12861643598485037,-0.07902437831739627,0.12661555878653277,-0.01720958984406152,-0.19151769123572934,0.5349369393352198,-0.5096539180160548,-0.12982004641201592,-0.21247140442315363,-0.10289215592375282,0
-0.398445517465242,-0.13920533000686297,-0.08528880206233803,-0.012985718727876272,0.5974556367390489,-0.5291305039714669,0.22524138539587893,0.009918879587127935,-0.02340417532913861,-0.22591444952951162,-0.11428484193927643,-0.07902437831739627,0.12661555878653277,-0.09723343241520692,-0.19151769123572934,0.7303339623697115,1.058450119036172,0.1484979955133307,-0.21247140442315363,-0.10289215592375282,0
0.44129780253628964,0.3747606388475957,-0.501785997135834,-0.20133197550574278,-0.23817303550911162,-0.03336858999507684,0.22524138539587893,0.29804794425465214,-0.18348178634720622,-0.22591444952951162,-0.13278404194776353,-0.07902437831739627,0.12661555878653277,0.305476830771692,-0.19151769123572934,0.7303339623697115,1.058450119036172,-0.34413119207172843,-0.28386067286327593,-0.10289215592375282,0
0.44129780253628964,0.19356924326924319,-0.03517475607863378,-0.20133197550574278,-0.23817303550911162,0.045854781295056955,-0.08268428199596888,0.29804794425465214,-0.2960678556991146,-0.22591444952951162,-0.12791073795609573,0.07752174326082198,-0.3146192117765641,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.1484979955133307,-0.28386067286327593,-0.10289215592375282,0
-0.10180811405345842,0.19356924326924319,-0.501785997135834,-0.20133197550574278,0.02843484240078341,-0.08737594083199607,0.1658332075148764,0.29804794425465214,-0.18348178634720622,0.297299413671066,0.12861643598485037,0.1295086967559466,-0.3146192117765641,0.305476830771692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,-0.34413119207172843,-0.21247140442315363,-0.10289215592375282,0
0.44129780253628964,-0.15221603952572196,-0.08528880206233803,-0.028108880302096975,-0.23817303550911162,-0.03336858999507684,0.22524138539587893,0.009918879587127935,-0.2960678556991146,0.297299413671066,-0.12791073795609573,0.07752174326082198,0.3880704187725981,-0.09723343241520692,0.8070859579138631,-0.4557456847961077,-0.09038580982361165,0.5346283052955793,0.18860126632110838,-0.10289215592375282,1
-0.10180811405345842,-0.13920533000686297,-0.03517475607863378,-0.20133197550574278,-0.23817303550911162,-0.08737594083199607,-0.08268428199596888,-0.8503172239460702,-0.2960678556991146,0.297299413671066,0.12861643598485037,0.07752174326082198,-0.3146192117765641,-0.09723343241520692,0.11124664060841413,0.7303339623697115,-0.5096539180160548,0.5346283052955793,-0.21247140442315363,0.5024857759471093,0
-0.28604527231211524,0.19356924326924319,-0.501785997135834,-0.028108880302096975,-0.37051180605260614,-0.5291305039714669,0.1658332075148764,0.009918879587127935,-0.18348178634720622,-0.22591444952951162,-0.11428484193927643,0.1295086967559466,-0.3146192117765641,0.305476830771692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,0.0029372062604499393,-0.21247140442315363,-0.10289215592375282,0
-0.398445517465242,-0.15221603952572196,-0.03517475607863378,-0.012985718727876272,-0.23817303550911162,-0.03336858999507684,0.22524138539587893,0.07877117324705131,-0.01790736571188464,0.6535096494139013,-0.12791073795609573,-0.07902437831739627,0.3880704187725981,-0.09723343241520692,0.11124664060841413,-0.4557456847961077,-0.5096539180160548,0.1484979955133307,-0.21247140442315363,-0.10289215592375282,0
0.44129780253628964,0.04547865054757635,-0.03517475607863378,-0.028108880302096975,-0.23817303550911162,-0.03336858999507684,0.1658332075148764,-0.8503172239460702,-0.01790736571188464,-0.22591444952951162,-0.11428484193927643,0.28661598208500916,-0.19103423126451918,-0.09723343241520692,-0.19151769123572934,0.13894520436106916,-0.5096539180160548,-0.34413119207172843,-0.28386067286327593,-0.10289215592375282,0
0.44129780253628964,-0.13920533000686297,0.4908603978902165,-0.20133197550574278,-0.37051180605260614,-0.08737594083199607,0.1658332075148764,0.29804794425465214,-0.2960678556991146,0.218943540630048,-0.13278404194776353,0.1295086967559466,0.12661555878653277,-0.09723343241520692,-0.19151769123572934,0.5349369393352198,-0.5096539180160548,0.1484979955133307,0.18860126632110838,-0.10289215592375282,0
-0.10180811405345842,-0.13920533000686297,-0.08528880206233803,-0.20133197550574278,-0.37051180605260614,-0.03336858999507684,-0.08268428199596888,-0.8503172239460702,-0.18348178634720622,-0.22591444952951162,-0.13278404194776353,-0.22366850409281416,-0.19103423126451918,0.305476830771692,-0.19151769123572934,0.1839906614655084,-0.5096539180160548,0.1484979955133307,-0.28386067286327593,-0.10289215592375282,0
-0.398445517465242,-0.13920533000686297,-0.08528880206233803,-0.028108880302096975,0.23399906310355398,0.045854781295056955,-0.08268428199596888,0.07877117324705131,-0.18348178634720622,-0.22591444952951162,-0.13278404194776353,-0.07902437831739627,-0.3146192117765641,-0.09723343241520692,0.8441436815250979,0.5349369393352198,-0.09038580982361165,0.0029372062604499393,-0.28386067286327593,-0.10289215592375282,0
-0.28604527231211524,0.19356924326924319,-0.501785997135834,-0.028108880302096975,0.23399906310355398,0.045854781295056955,-0.21048934899332636,0.29804794425465214,-0.18348178634720622,-0.22591444952951162,-0.11428484193927643,0.1295086967559466,0.12661555878653277,-0.01720958984406152,0.8441436815250979,0.5349369393352198,-0.5096539180160548,-0.34413119207172843,-0.28386067286327593,-0.10289215592375282,0
-0.10180811405345842,-0.13920533000686297,-0.501785997135834,-0.20133197550574278,-0.23817303550911162,0.4435537136563838,-0.08268428199596888,-0.8503172239460702,-0.18348178634720622,-0.22591444952951162,-0.13278404194776353,-0.07902437831739627,-0.3146192117765641,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,-0.12982004641201592,0.18860126632110838,-0.10289215592375282,0
-0.398445517465242,-0.15221603952572196,-0.03517475607863378,-0.20133197550574278,-0.23817303550911162,-0.5291305039714669,-0.21048934899332636,0.29804794425465214,-0.01790736571188464,-0.22591444952951162,-0.11428484193927643,0.1295086967559466,-0.19103423126451918,-0.09723343241520692,-0.19151769123572934,0.7303339623697115,1.058450119036172,-0.34413119207172843,-0.21247140442315363,-0.10289215592375282,0
0.44129780253628964,-0.13920533000686297,-0.08528880206233803,0.7330035397749413,0.5974556367390489,-0.03336858999507684,0.22524138539587893,-0.8503172239460702,-0.2960678556991146,-0.22591444952951162,0.12861643598485037,0.07752174326082198,0.49610980080033185,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.5096539180160548,-0.34413119207172843,-0.28386067286327593,0.5024857759471093,0
-0.28604527231211524,0.04547865054757635,-0.03517475607863378,-0.20133197550574278,-0.23817303550911162,-0.5291305039714669,0.22524138539587893,0.29804794425465214,-0.01790736571188464,-0.22591444952951162,0.12861643598485037,-0.22366850409281416,-0.19103423126451918,0.305476830771692,-0.19151769123572934,0.1839906614655084,-0.5096539180160548,0.1484979955133307,0.16110351996393596,-0.10289215592375282,0
0.44129780253628964,-0.13920533000686297,-0.501785997135834,-0.012985718727876272,-0.23817303550911162,-0.03336858999507684,-0.08268428199596888,0.009918879587127935,-0.18348178634720622,-0.22591444952951162,-0.12791073795609573,0.28661598208500916,-0.3146192117765641,-0.01720958984406152,-0.19151769123572934,-0.4557456847961077,0.49935276463074485,-0.34413119207172843,-0.21247140442315363,0.5024857759471093,0
0.3890168430058627,-0.15221603952572196,-0.03517475607863378,-0.20133197550574278,0.23399906310355398,-0.03336858999507684,-0.08268428199596888,0.05042696430909758,-0.01790736571188464,-0.22591444952951162,-0.12791073795609573,0.07752174326082198,-0.3146192117765641,-0.09723343241520692,-0.19151769123572934,0.5349369393352198,-0.09038580982361165,0.5346283052955793,-0.21247140442315363,-0.10289215592375282,0
-0.398445517465242,-0.13920533000686297,-0.08528880206233803,-0.012985718727876272,0.02843484240078341,0.4435537136563838,0.1658332075148764,-0.8503172239460702,-0.18348178634720622,0.297299413671066,-0.11428484193927643,0.1295086967559466,-0.19103423126451918,-0.01720958984406152,-0.19151769123572934,0.5349369393352198,1.058450119036172,0.0029372062604499393,-0.28386067286327593,-0.10289215592375282,0
-0.28604527231211524,0.19356924326924319,-0.03517475607863378,-0.012985718727876272,0.5974556367390489,0.4435537136563838,0.22524138539587893,-0.8503172239460702,-0.02340417532913861,-0.2790854161471097,0.39512839755186496,0.1295086967559466,0.49610980080033185,-0.09723343241520692,-0.19151769123572934,-0.4557456847961077,-0.09038580982361165,-0.12982004641201592,0.16110351996393596,-0.10289215592375282,0
